,country,isonum,isocode,year,rank_heal,heal,Sadness,Sadness_year,Joy,Joy_year,healp,healp_year,cityheal,cityheal_year,tblnl,tblnl_year,Obesity,Obesity_year,mort,mort_year,meandiabetes,meandiabetes_year,leb,leb_year,dpt,dpt_year,imeas,imeas_year,impsan,impsan_year
398,Niger,562,NER,2009,134,55.85652160644531,***,2009,***,2009,***,2009,***,2009,3.9855830669403076,--,3.7,2010,742.4072265625,--,3.7334415912628174,2009,57.28502439024391,2009,71,2009,69,2009,9.1,2009
399,Nigeria,566,NGA,2009,141,53.17573547363281,***,2009,***,2009,***,2009,***,2009,4.263279914855957,--,8.9,2010,1034.018798828125,--,3.932796001434326,2009,50.86856097560976,2009,63,2009,64,2009,30.8,2009
400,Nicaragua,558,NIC,2009,74,71.65630340576172,***,2009,***,2009,***,2009,***,2009,2.0003669261932373,--,15.7,2010,672.4088134765625,--,7.145717620849609,2009,73.2547804878049,2009,98,2009,99,2009,63.7,2009
401,Netherlands,528,NLD,2009,8,81.63175964355469,***,2008,***,2008,***,2008,***,2008,-1.6094379425048828,2009,18.0,2010,415.5,2009,5.902554512023926,2009,80.54878048780489,2009,97,2009,96,2009,97.8,2009
402,Norway,578,NOR,2009,12,81.16513061523438,***,2008,***,2008,***,2008,***,2008,-1.6094379425048828,2009,21.6,2010,407.6,2009,6.63137674331665,2009,80.79512195121951,2009,94,2009,93,2009,98.1,2009
403,Nepal,524,NPL,2009,111,62.150115966796875,***,2009,***,2009,***,2009,***,2009,3.6403963565826416,--,2.7,2010,983.3009033203125,--,8.196969985961914,2009,67.51839024390246,2009,89,2009,90,2009,36.3,2009
404,New Zealand,554,NZL,2009,16,80.1046142578125,***,2008,***,2008,***,2008,***,2008,-1.6094379425048828,2009,26.5,2010,411.2,2009,8.129454612731934,2009,80.70243902439024,2009,92,2009,89,2009,99.75,--
405,Oman,512,OMN,2009,25,78.66677856445312,***,2011,***,2011,***,--,***,2011,-0.10536051541566849,2009,28.4,2010,511.7,2009,7.717662334442139,2009,75.76209756097562,2009,98,2009,99,2009,96.7,2009
406,Pakistan,586,PAK,2009,129,56.32139587402344,***,2009,***,2009,***,2009,***,2009,3.8309097290039062,--,4.7,2010,890.4434814453125,--,8.73495864868164,2009,64.87609756097561,2009,71,2009,57,2009,53.0,2009
407,Panama,591,PAN,2009,45,74.99646759033203,***,2009,***,2009,***,2009,***,2009,1.974081039428711,2009,23.7,2010,473.4,2009,7.765446662902832,2009,76.6769512195122,2009,85,2009,96,2009,71.8,2009
408,Peru,604,PER,2009,79,70.78067779541016,***,2009,***,2009,***,2009,***,2009,1.8942843675613403,--,18.5,2010,544.3220825195312,--,6.1397809982299805,2009,73.43614634146343,2009,93,2009,91,2009,71.2,2009
409,Philippines,608,PHL,2009,91,68.48795318603516,***,2009,***,2009,***,2009,***,2009,3.8220982551574707,2008,4.1,2010,954.2,2008,5.28420352935791,2009,67.68104878048781,2009,87,2009,88,2009,69.8,2009
410,Poland,616,POL,2009,52,74.56047821044922,***,2009,***,2009,***,2009,***,2009,0.3364722430706024,2009,23.1,2010,623.0,2009,8.455965042114258,2009,75.69512195121952,2009,99,2009,98,2009,93.5,2009
411,Portugal,620,PRT,2009,40,76.13720703125,***,2009,***,2009,***,2009,***,2009,0.18232156336307526,2009,18.4,2010,458.6,2009,8.40324592590332,2009,78.72682926829269,2009,96,2009,95,2009,98.7,2009
412,Paraguay,600,PRY,2009,60,73.77039337158203,***,2009,***,2009,***,2009,***,2009,1.2809338569641113,2009,14.5,2010,556.5,2009,6.002408504486084,2009,72.10231707317074,2009,85,2009,91,2009,81.3,2009
413,Qatar,634,QAT,2009,21,79.50576782226562,***,2009,***,2009,***,2008,***,2009,0.18232156336307526,2009,38.1,2010,450.1,2009,11.755352020263672,2009,77.62980487804879,2009,99,2009,99,2009,98.4,2009
414,Romania,642,ROU,2009,89,68.96123504638672,***,2009,***,2009,***,2009,***,2009,1.7047480344772339,2009,20.2,2010,741.3,2009,7.480191230773926,2009,73.30975609756098,2009,95,2009,96,2009,77.1,2009
415,Russia,643,RUS,2009,103,64.5358657836914,***,2009,***,2009,***,2009,***,2009,2.6390573978424072,2009,22.2,2010,980.0,2009,8.480147361755371,2009,68.60487804878049,2009,98,2009,98,2009,72.3,2009
416,Rwanda,646,RWA,2009,83,70.02769470214844,***,2009,***,2009,***,2009,***,2009,3.051372528076172,--,3.1,2010,653.1983032226562,--,2.4114248752593994,2009,60.46597560975611,2009,97,2009,95,2009,56.3,2009
417,Saudi Arabia,682,SAU,2009,55,74.3275375366211,***,2009,***,2009,***,2009,***,2009,1.3611987829208374,--,32.0,2010,608.8474731445312,--,11.774767875671387,2009,73.56426829268294,2009,98,2009,98,2009,100.0,2009
418,Serbia,688,SCG,2009,81,70.28636169433594,***,2009,***,2009,***,2009,***,2009,0.18232156336307526,2009,17.9,2010,746.8,2009,7.924777030944824,2009,73.98536585365855,2009,95,2009,95,2009,96.6,2009
419,Sudan,729,SDN,2009,120,58.661468505859375,***,2009,***,2009,***,2009,***,2009,3.6338658332824707,--,6.3,2010,939.72509765625,--,6.008591651916504,2009,61.60239024390244,2009,81,2009,82,2009,22.8,2009
420,Senegal,686,SEN,2009,118,59.648441314697266,***,2009,***,2009,***,2009,***,2009,3.2736589908599854,--,8.5,2010,904.3760986328125,--,4.699701309204102,2009,63.28678048780488,2009,86,2009,79,2009,44.6,2009
421,Singapore,702,SGP,2009,2,83.71753692626953,***,2009,***,2009,***,2009,***,2009,0.40546509623527527,2009,5.0,2010,374.9,2009,8.788612365722656,2009,81.24146341463415,2009,97,2009,95,2009,100.0,2009
422,Sierra Leone,694,SLE,2009,144,51.288307189941406,***,2008,***,2008,***,2008,***,2008,3.0220229625701904,--,6.2,2010,865.103271484375,--,4.170871734619141,2009,47.350219512195125,2009,84,2009,80,2009,12.5,2009
423,El Salvador,222,SLV,2009,67,72.74210357666016,***,2009,***,2009,***,2009,***,2009,0.0,2009,20.0,2010,625.0,2009,8.132468223571777,2009,71.37814634146342,2009,91,2009,91,2009,70.2,2009
424,Suriname,740,SUR,2009,53,74.51937866210938,***,2012,***,2012,***,2012,***,2012,0.27148810029029846,--,23.4,2010,391.2315673828125,--,10.354633331298828,2009,70.0929024390244,2009,87,2009,88,2009,79.7,2009
425,Slovakia,703,SVK,2009,41,75.64971923828125,***,2010,***,2010,***,2010,***,2010,-0.5108256340026855,2009,23.4,2010,659.8,2009,7.627209663391113,2009,74.90975609756099,2009,99,2009,99,2009,98.8,2009
426,Slovenia,705,SVN,2009,38,76.88981628417969,***,2009,***,2009,***,2009,***,2009,-0.5108256340026855,2009,23.2,2010,475.8,2009,8.476977348327637,2009,78.97073170731707,2009,96,2009,95,2009,99.1,2009
427,Sweden,752,SWE,2009,6,82.51876831054688,***,2009,***,2009,***,2009,***,2009,-1.6094379425048828,2009,18.8,2010,392.4,2009,6.816394805908203,2009,81.35121951219513,2009,98,2009,97,2009,99.3,2009
428,Swaziland,748,SWZ,2009,106,63.75110626220703,***,2011,***,2011,***,2011,***,2011,0.9949878454208374,--,15.9,2010,700.3761596679688,--,5.920351982116699,2009,47.89275609756098,2009,88,2009,94,2009,56.0,2009
429,Chad,148,TCD,2009,149,41.272926330566406,***,2009,***,2009,***,2009,***,2009,3.309664249420166,--,7.1,2010,1005.7600708007812,--,4.081623077392578,2009,49.39317073170732,2009,24,2009,36,2009,11.4,2009
430,Togo,768,TGO,2009,145,51.2474250793457,***,2008,***,2008,***,2008,***,2008,3.0893828868865967,--,6.5,2010,786.2381591796875,--,4.324191093444824,2009,56.63060975609756,2009,78,2009,66,2009,11.5,2009
431,Thailand,764,THA,2009,23,78.99199676513672,***,2009,***,2009,***,2009,***,2009,2.1580827236175537,--,6.7,2010,601.3,2006,8.27979850769043,2009,73.46173170731709,2009,99,2009,98,2009,93.4,2009
432,Tajikistan,762,TJK,2009,92,67.90988159179688,***,2009,***,2009,***,2009,***,2009,2.8675270080566406,--,12.1,2010,1062.7039794921875,--,5.975528717041016,2009,68.17053658536585,2009,93,2009,89,2009,93.4,2009
433,Trinidad and Tobago,780,TTO,2009,66,72.74593353271484,***,2008,***,2008,***,2008,***,2008,0.40546509623527527,2009,27.0,2010,721.5,2009,9.82002067565918,2009,69.61058536585367,2009,90,2009,94,2009,91.4,2009
434,Tunisia,788,TUN,2009,65,72.86268615722656,***,2009,***,2009,***,2009,***,2010,1.4811031818389893,--,24.6,2010,564.8627319335938,--,10.198442459106445,2009,74.45121951219512,2009,99,2009,98,2009,88.3,2009
435,Turkey,792,TUR,2009,61,73.64522552490234,***,2009,***,2009,***,2009,***,2009,0.18232156336307526,2009,27.0,2010,457.8,2009,11.136728286743164,2009,73.80321951219513,2009,96,2009,97,2009,92.5,2009
436,Tanzania,834,TZA,2009,124,57.307899475097656,***,2009,***,2009,***,2009,***,2009,4.126928806304932,--,5.6,2010,1201.012939453125,--,3.865834951400757,2009,60.50951219512196,2009,85,2009,91,2009,12.6,2009
437,Uganda,800,UGA,2009,142,53.02488708496094,***,2009,***,2009,***,2009,***,2009,3.835239887237549,--,3.7,2010,1061.591064453125,--,2.392209053039551,2009,55.18209756097561,2009,79,2009,77,2009,17.8,2009
438,Ukraine,804,UKR,2009,113,61.49744415283203,***,2009,***,2009,***,2009,***,2009,2.7472708225250244,2009,18.7,2010,947.1,2009,8.430614471435547,2009,69.19,2009,71,2009,75,2009,95.5,2009
439,Uruguay,858,URY,2009,36,77.15406799316406,***,2009,***,2009,***,2009,***,2009,0.3364722430706024,2009,23.8,2010,559.7,2009,10.231001853942871,2009,76.24858536585366,2009,95,2009,94,2009,95.3,2009
440,United States,840,USA,2009,26,78.5512466430664,***,2009,***,2009,***,2009,***,2009,-2.3025851249694824,2009,31.2,2010,484.2,2009,8.43807601928711,2009,78.39024390243902,2009,95,2009,90,2009,99.9,2009
441,Venezuela,862,VEN,2009,44,75.07682800292969,***,2009,***,2009,***,2009,***,2009,0.9932518005371094,2009,23.3,2010,601.1,2009,8.136052131652832,2009,73.56800000000001,2009,84,2009,87,2009,92.6,2009
442,Vietnam,704,VNM,2009,75,71.32867431640625,***,2009,***,2009,***,2009,***,2009,3.211698532104492,--,2.6,2010,835.511474609375,--,4.35605001449585,2009,74.82260975609756,2009,96,2009,97,2009,68.1,2009
443,Yemen,887,YEM,2009,123,57.98633575439453,***,2009,***,2009,***,2009,***,2009,3.5672593116760254,--,15.7,2010,921.8889770507812,--,6.536741733551025,2009,62.485341463414635,2009,86,2009,69,2009,52.3,2009
444,South Africa,710,ZAF,2009,137,54.40169143676758,***,2009,***,2009,***,2009,***,2009,5.060060024261475,2009,24.1,2010,1487.6,2009,8.709942817687988,2009,53.46709756097562,2009,70,2009,78,2009,62.9,2009
445,Zambia,894,ZMB,2009,115,60.30132293701172,***,2009,***,2009,***,2009,***,2009,3.341301918029785,--,7.1,2010,1109.586181640625,--,3.7962050437927246,2009,55.21417073170733,2009,94,2009,90,2009,42.6,2009
446,Zimbabwe,716,ZWE,2009,127,57.09291076660156,***,2009,***,2009,***,2009,***,2009,2.2861087322235107,--,9.7,2010,804.9846801757812,--,4.470404624938965,2009,47.62465853658537,2009,73,2009,76,2009,37.9,2009
447,Afghanistan,4,AFG,2010,138,54.23199462890625,***,2010,***,2010,***,2010,***,2010,3.4859085083007812,--,2.4,2010,848.8392944335938,--,7.577796936035156,2010,58.97082926829269,2010,66,2010,62,2010,29.3,2010
448,Angola,24,AGO,2010,120,59.91407775878906,***,2011,***,2011,***,2011,***,2011,2.9558451175689697,--,8.3,2010,885.0047607421875,--,4.9927215576171875,2010,50.65417073170732,2010,91,2010,93,2010,46.2,2010
449,Albania,8,ALB,2010,41,75.76069641113281,***,2010,***,2010,***,2010,***,2010,-2.3025851249694824,2009,16.1,2010,466.4,2009,7.711062431335449,2010,77.0369512195122,2010,99,2010,99,2010,90.9,2010
450,United Arab Emirates,784,ARE,2010,28,78.64933013916016,***,2010,***,2010,***,2010,***,2010,0.2158738374710083,--,34.5,2010,486.3,2010,6.521658897399902,2010,76.67524390243904,2010,94,2010,94,2010,97.5,2010
451,Argentina,32,ARG,2010,38,76.3084716796875,***,2010,***,2010,***,2010,***,2010,0.18232156336307526,2010,23.7,2010,601.6,2010,9.559076309204102,2010,75.4849756097561,2010,94,2010,98,2010,94.9,2010
452,Armenia,51,ARM,2010,97,67.5942153930664,***,2010,***,2010,***,2010,***,2010,1.5686159133911133,2010,17.8,2010,740.1,2010,10.997641563415527,2010,74.22634146341464,2010,94,2010,97,2010,89.5,2010
453,Australia,36,AUS,2010,10,81.66010284423828,***,2010,***,2010,***,2010,***,2010,-2.3025851249694824,2010,26.0,2010,357.8,2010,7.119107246398926,2010,81.69512195121953,2010,92,2010,94,2010,100.0,2010
454,Austria,40,AUT,2010,20,79.78900146484375,***,2010,***,2010,***,2010,***,2010,-1.2039728164672852,2010,16.7,2010,417.5,2010,5.87996768951416,2010,80.58048780487806,2010,83,2010,76,2010,100.0,2010
455,Azerbaijan,31,AZE,2010,103,65.32024383544922,***,2010,***,2010,***,2010,***,2010,1.2527629137039185,2007,19.4,2010,730.1,2007,9.73482894897461,2010,70.45131707317074,2010,81,2010,89,2010,81.6,2010
456,Burundi,108,BDI,2010,110,62.57312774658203,***,2009,***,2009,***,2009,***,2009,3.787709951400757,--,2.0,2010,837.2401123046875,--,2.272547960281372,2010,54.82919512195122,2010,96,2010,92,2010,46.9,2010
457,Belgium,56,BEL,2010,11,81.55469512939453,***,2010,***,2010,***,2010,***,2010,-1.6094379425048828,2010,18.7,2010,439.2,2010,6.36979341506958,2010,80.1829268292683,2010,98,2010,95,2010,99.5,2010
458,Benin,204,BEN,2010,139,54.102664947509766,***,2008,***,2008,***,2008,***,2008,3.3524653911590576,--,8.0,2010,930.47705078125,--,4.681865692138672,2010,58.729707317073185,2010,76,2010,68,2010,17.3,2010
459,Burkina Faso,854,BFA,2010,121,59.40068817138672,***,2010,***,2010,***,2010,***,2010,3.2314321994781494,--,5.3,2010,634.3546142578125,--,3.7873029708862305,2010,57.051390243902446,2010,91,2010,92,2010,17.4,2010
460,Bangladesh,50,BGD,2010,100,65.60443115234375,***,2010,***,2010,***,2010,***,2010,4.169143199920654,--,2.9,2010,848.553466796875,--,7.110179901123047,2010,70.08029268292684,2010,94,2010,88,2010,55.8,2010
461,Bulgaria,100,BGR,2010,85,69.8797607421875,***,2010,***,2010,***,2010,***,2010,0.5306282639503479,2010,21.2,2010,746.3,2010,9.541816711425781,2010,73.51219512195122,2010,94,2010,97,2010,85.9,2010
462,Bahrain,48,BHR,2010,44,75.51052856445312,***,2010,***,2010,***,2010,***,2010,0.5877866744995117,2010,32.5,2010,497.3,2010,7.769582271575928,2010,76.12756097560977,2010,99,2010,99,2010,99.2,2010
463,Belarus,112,BLR,2010,92,68.43458557128906,***,2010,***,2010,***,2010,***,2010,1.8405495882034302,2009,21.0,2010,904.4,2009,8.859830856323242,2010,70.40487804878049,2010,98,2010,99,2010,94.5,2010
464,Belize,84,BLZ,2010,63,73.14984130859375,***,2007,***,2007,***,2007,***,2007,0.18934877216815948,--,20.8,2010,673.0816040039062,--,8.74050235748291,2010,69.78204878048781,2010,96,2010,98,2010,89.2,2010
465,Bolivia,68,BOL,2010,105,64.28802490234375,***,2010,***,2010,***,2010,***,2010,2.313178777694702,--,15.3,2010,704.580810546875,--,6.009126663208008,2010,66.40775609756098,2010,91,2010,88,2010,46.7,2010
466,Brazil,76,BRA,2010,67,72.64830780029297,***,2010,***,2010,***,2010,***,2010,0.9932518005371094,2010,17.8,2010,662.8,2010,7.26368522644043,2010,73.26414634146343,2010,99,2010,99,2010,80.5,2010
467,Botswana,72,BWA,2010,86,69.50878143310547,***,2010,***,2010,***,2010,***,2010,0.18994678556919098,--,19.4,2010,543.6211547851562,--,5.43181037902832,2010,63.40229268292684,2010,95,2010,96,2010,60.6,2010
468,Central African Republic,140,CAF,2010,148,46.29765319824219,***,2010,***,2010,***,2010,***,2010,3.444537401199341,--,4.4,2010,867.2015380859375,--,5.056653022766113,2010,47.625317073170734,2010,45,2010,53,2010,20.7,2010
469,Canada,124,CAN,2010,12,81.21269226074219,***,2010,***,2010,***,2010,***,2010,-2.3025851249694824,2010,25.9,2010,379.4,2010,6.9136857986450195,2010,81.4129268292683,2010,96,2010,95,2010,99.8,2010
470,Switzerland,756,CHE,2010,4,83.07261657714844,***,2009,***,2009,***,2009,***,2009,-1.6094379425048828,2010,17.8,2010,350.6,2010,5.429138660430908,2010,82.24634146341465,2010,95,2010,92,2010,99.9,2010
471,Chile,152,CHL,2010,57,74.28389739990234,***,2010,***,2010,***,2010,***,2010,0.9555114507675171,2010,25.3,2010,469.7,2010,10.224018096923828,2010,80.27580487804879,2010,92,2010,93,2010,97.7,2010
472,China,156,CHN,2010,50,74.86167907714844,***,2010,***,2010,***,2010,***,2010,3.534611940383911,--,5.3,2010,662.8924560546875,--,8.116544723510742,2010,75.00741463414634,2010,99,2010,99,2010,70.8,2010
473,Ivory Coast,384,CIV,2010,137,54.386348724365234,***,2009,***,2009,***,2009,***,2009,3.3572936058044434,--,7.9,2010,779.7310180664062,--,4.641122341156006,2010,50.15146341463415,2010,85,2010,70,2010,20.9,2010
474,Cameroon,120,CMR,2010,123,59.02064895629883,***,2010,***,2010,***,2010,***,2010,3.2606611251831055,--,9.8,2010,861.0916748046875,--,4.331432342529297,2010,53.694829268292686,2010,84,2010,79,2010,44.7,2010
475,Democratic Republic of Congo,180,COD,2010,146,49.71459197998047,***,2009,***,2009,***,2009,***,2009,5.4063873291015625,--,3.7,2010,1083.7415771484375,--,3.794428825378418,2010,56.89614634146342,2010,60,2010,74,2010,26.8,2010
476,Congo,178,COG,2010,140,53.644622802734375,***,2008,***,2008,***,2008,***,2008,2.68802809715271,--,9.5,2010,911.5003051757812,--,5.073101997375488,2010,59.14312195121952,2010,74,2010,75,2010,14.3,2010
477,Colombia,170,COL,2010,64,72.96604919433594,***,2010,***,2010,***,2010,***,2010,0.9162907600402832,2010,19.0,2010,531.3,2010,7.255836486816406,2010,73.2778536585366,2010,88,2010,88,2010,79.3,2010
478,Comoros,174,COM,2010,132,56.189613342285156,***,2010,***,2010,***,2010,***,2010,2.441258668899536,--,5.6,2010,921.6510009765625,--,5.127013683319092,2010,61.830512195121955,2010,74,2010,72,2010,32.7,2010
479,Costa Rica,188,CRI,2010,33,77.38854217529297,***,2010,***,2010,***,2010,***,2010,0.09531018137931824,2010,21.9,2010,430.4,2010,7.633563995361328,2010,78.73604878048782,2010,88,2010,83,2010,93.9,2010
480,Cyprus,196,CYP,2010,26,78.99683380126953,***,2010,***,2010,***,2010,***,2010,-2.3025851249694824,2010,22.0,2010,372.2,2010,7.395500183105469,2010,79.3819512195122,2010,99,2010,87,2010,100.0,2010
481,Czech Republic,203,CZE,2010,36,77.3128662109375,***,2010,***,2010,***,2010,***,2010,-1.6094379425048828,2010,25.3,2010,550.1,2010,9.12570571899414,2010,77.42439024390245,2010,99,2010,98,2010,99.1,2010
482,Germany,276,DEU,2010,9,81.80007934570312,***,2010,***,2010,***,2010,***,2010,-1.6094379425048828,2010,18.5,2010,429.0,2010,7.093876838684082,2010,79.98780487804879,2010,96,2010,97,2010,99.2,2010
483,Djibouti,262,DJI,2010,107,64.09943389892578,***,2009,***,2010,***,2009,***,2009,1.6067994832992554,--,8.3,2010,927.3478393554688,--,5.925108432769775,2010,60.36068292682928,2010,88,2010,85,2010,48.4,2010
484,Denmark,208,DNK,2010,25,79.2532958984375,***,2010,***,2010,***,2010,***,2010,-0.9162907600402832,2010,17.7,2010,475.4,2010,6.017730236053467,2010,79.1,2010,90,2010,85,2010,99.6,2010
485,Dominican Republic,214,DOM,2010,76,71.22594451904297,***,2010,***,2010,***,2010,***,2010,1.381137490272522,--,21.0,2010,535.6406860351562,--,8.330412864685059,2010,72.74980487804879,2010,88,2010,85,2010,82.1,2010
486,Algeria,12,DZA,2010,65,72.80282592773438,***,2011,***,2010,***,2011,***,2011,2.1716015338897705,--,22.6,2010,611.7557373046875,--,9.097230911254883,2010,73.8040487804878,2010,95,2010,95,2010,86.6,2010
487,Ecuador,218,ECU,2010,60,74.11388397216797,***,2010,***,2010,***,2010,***,2010,1.4816045761108398,2010,16.8,2010,483.4,2010,6.449535369873047,2010,75.0298048780488,2010,91,2010,95,2010,80.7,2010
488,Egypt,818,EGY,2010,82,70.23603820800781,***,2010,***,2010,***,2010,***,2010,-0.3566749393939972,2010,26.2,2010,863.8,2010,14.101913452148438,2010,70.34029268292684,2010,97,2010,96,2010,94.7,2010
489,Spain,724,ESP,2010,17,80.44196319580078,***,2010,***,2010,***,2010,***,2010,-0.9162907600402832,2010,22.1,2010,368.8,2010,9.04991626739502,2010,81.6268292682927,2010,97,2010,95,2010,99.9,2010
490,Estonia,233,EST,2010,68,72.58670043945312,***,2009,***,2009,***,2009,***,2009,0.6931471824645996,2010,21.2,2010,617.1,2010,8.845117568969727,2010,75.42926829268293,2010,94,2010,95,2010,97.2,2010
491,Ethiopia,231,ETH,2010,136,54.54098129272461,***,2012,***,2012,***,2012,***,2013,4.672703266143799,--,3.3,2010,1103.157470703125,--,3.51328706741333,2010,61.29612195121952,2010,61,2010,64,2010,21.7,2010
492,Finland,246,FIN,2010,23,79.40751647949219,***,2010,***,2010,***,2010,***,2010,-0.9162907600402832,2010,19.0,2010,437.9,2010,7.60529899597168,2010,79.87073170731709,2010,99,2010,98,2010,97.6,2010
493,France,250,FRA,2010,16,80.71099853515625,***,2010,***,2010,***,2010,***,2010,-0.9162907600402832,2010,22.0,2010,383.1,2010,7.757795333862305,2010,81.66341463414635,2010,99,2010,89,2010,98.7,2010
494,Gabon,266,GAB,2010,131,56.19890594482422,***,2011,***,2011,***,2011,***,2011,0.5719349980354309,--,15.7,2010,640.5640869140625,--,7.602276802062988,2010,62.12082926829269,2010,67,2010,62,2010,40.9,2010
495,United Kingdom,826,GBR,2010,14,81.07804107666016,***,2010,***,2010,***,2010,***,2010,-1.2039728164672852,2010,25.5,2010,422.1,2010,7.401189804077148,2010,80.40243902439025,2010,94,2010,89,2010,99.2,2010
