,country,isonum,isocode,year,rank_soci,soci,strange,strange_year,polic,polic_year,respect,respect_year,friends,friends_year,voice,voice_year,vtf,vtf_year,finhelp,finhelp_year,volunt,volunt_year,help,help_year,donate,donate_year
468,Central African Republic,140,CAF,2010,112,44.21329879760742,***,2010,***,2010,***,2010,***,2010,***,2010,32.692501068115234,2010,***,--,***,2010,***,2010,***,2010
469,Canada,124,CAN,2010,6,64.97817993164062,***,2010,***,2010,***,2010,***,2010,***,2010,59.52000045776367,2010,***,2012,***,2010,***,2010,***,2010
470,Switzerland,756,CHE,2010,16,61.28546142578125,***,2009,***,2009,***,2009,***,2012,***,2012,48.279998779296875,2010,***,2012,***,2009,***,2009,***,2009
471,Chile,152,CHL,2010,41,53.439544677734375,***,2010,***,2010,***,2010,***,2010,***,2010,87.66999816894531,2010,***,2011,***,2010,***,2010,***,2010
472,China,156,CHN,2010,133,41.18181610107422,***,2010,***,--,***,2010,***,2010,***,2010,0.0,2010,***,2011,***,2010,***,2010,***,2010
473,Ivory Coast,384,CIV,2010,141,39.5,***,2009,***,2009,***,2009,***,2013,***,2013,0.0,2010,***,2013,***,2009,***,2009,***,2009
474,Cameroon,120,CMR,2010,83,48.118316650390625,***,2010,***,2010,***,2010,***,2010,***,2010,18.60300064086914,2010,***,2012,***,2010,***,2010,***,2010
475,Democratic Republic of Congo,180,COD,2010,132,41.21443176269531,***,2009,***,2009,***,2009,***,2011,***,2012,52.717498779296875,2010,***,2012,***,2009,***,2009,***,2009
476,Congo,178,COG,2010,143,39.45454406738281,***,2008,***,2008,***,2008,***,2011,***,2008,0.0,2010,***,2012,***,2008,***,2008,***,2008
477,Colombia,170,COL,2010,37,54.14488983154297,***,2010,***,2010,***,2010,***,2010,***,2010,37.1875,2010,***,2011,***,2010,***,2010,***,2010
478,Comoros,174,COM,2010,91,46.81818389892578,***,2010,***,2010,***,2010,***,2010,***,2010,0.0,2010,***,2012,***,2010,***,2010,***,2010
479,Costa Rica,188,CRI,2010,38,54.14136505126953,***,2010,***,2010,***,2010,***,2010,***,2010,69.11000061035156,2010,***,2011,***,2010,***,2010,***,2010
480,Cyprus,196,CYP,2010,22,57.409088134765625,***,2010,***,2010,***,2010,***,2010,***,2010,89.0,2010,***,2012,***,2010,***,2010,***,2010
481,Czech Republic,203,CZE,2010,80,48.88500213623047,***,2010,***,2010,***,2010,***,2010,***,2010,59.46999740600586,2010,***,2012,***,2010,***,2010,***,2010
482,Germany,276,DEU,2010,13,62.21727752685547,***,2010,***,2010,***,2010,***,2010,***,2010,70.77999877929688,2010,***,2012,***,2010,***,2010,***,2010
483,Djibouti,262,DJI,2010,62,51.11664581298828,***,2010,***,2010,***,2010,***,2011,***,2008,43.566001892089844,2010,***,--,***,2010,***,2009,***,2010
484,Denmark,208,DNK,2010,7,64.9359130859375,***,2010,***,2010,***,2010,***,2010,***,2010,86.58999633789062,2010,***,2012,***,2010,***,2010,***,2010
485,Dominican Republic,214,DOM,2010,60,51.26305389404297,***,2010,***,2010,***,2010,***,2010,***,2010,50.7869987487793,2010,***,2011,***,2010,***,2010,***,2010
486,Algeria,12,DZA,2010,111,44.37754821777344,***,2010,***,2012,***,2010,***,2011,***,2012,21.305999755859375,2010,***,2012,***,2010,***,2011,***,2010
487,Ecuador,218,ECU,2010,99,45.85409164428711,***,2010,***,2010,***,2010,***,2010,***,2010,56.790000915527344,2010,***,2013,***,2010,***,2010,***,2010
488,Egypt,818,EGY,2010,136,40.982479095458984,***,2010,***,2009,***,2010,***,2010,***,2010,9.614500045776367,2010,***,2013,***,2010,***,2010,***,2010
489,Spain,724,ESP,2010,23,57.15091323852539,***,2010,***,2010,***,2010,***,2010,***,2010,75.31999969482422,2010,***,2012,***,2010,***,2010,***,2010
490,Estonia,233,EST,2010,85,47.71884536743164,***,2009,***,2009,***,2009,***,2011,***,2008,58.81449890136719,2010,***,2012,***,2009,***,2009,***,2009
491,Ethiopia,231,ETH,2010,126,42.350181579589844,***,2012,***,2013,***,2012,***,2013,***,2013,32.70399856567383,2010,***,2012,***,2012,***,2012,***,2012
492,Finland,246,FIN,2010,11,63.13726806640625,***,2010,***,2010,***,2010,***,2010,***,2010,65.0199966430664,2010,***,2012,***,2010,***,2010,***,2010
493,France,250,FRA,2010,28,55.72641372680664,***,2010,***,2010,***,2010,***,2010,***,2010,56.98099899291992,2010,***,2012,***,2010,***,2010,***,2010
494,Gabon,266,GAB,2010,125,42.5,***,2011,***,2011,***,2011,***,2011,***,2012,0.0,2010,***,2012,***,2011,***,2011,***,2011
495,United Kingdom,826,GBR,2010,10,63.80772399902344,***,2010,***,2010,***,2010,***,2010,***,2010,65.7699966430664,2010,***,2012,***,2010,***,2010,***,2010
496,Georgia,268,GEO,2010,117,43.44145584106445,***,2010,***,2010,***,2010,***,2010,***,2010,42.71200180053711,2010,***,2012,***,2010,***,2010,***,2010
497,Ghana,288,GHA,2010,35,54.38945770263672,***,2010,***,2010,***,2010,***,2010,***,2010,62.567996978759766,2010,***,2012,***,2010,***,2010,***,2010
498,Guinea,324,GIN,2010,104,45.31818389892578,***,2011,***,2011,***,2011,***,2011,***,2012,0.0,2010,***,2012,***,2011,***,2011,***,2011
499,Greece,300,GRC,2010,114,43.723636627197266,***,2010,***,2010,***,2010,***,2010,***,2010,70.91999816894531,2010,***,2012,***,2010,***,2010,***,2010
500,Guatemala,320,GTM,2010,39,53.6097297668457,***,2010,***,2010,***,2010,***,2010,***,2010,54.413997650146484,2010,***,2011,***,2010,***,2010,***,2010
501,Guyana,328,GUY,2010,33,54.54800033569336,***,2007,***,2007,***,2007,***,--,***,2007,55.055999755859375,2010,***,--,***,2007,***,2007,***,2007
502,Hong Kong,344,HKG,2010,29,55.45454025268555,***,2010,***,2010,***,2010,***,2010,***,2010,0.0,2010,***,2012,***,2010,***,2010,***,2010
503,Honduras,340,HND,2010,107,44.75193405151367,***,2010,***,2010,***,2010,***,2010,***,2010,42.54249954223633,2010,***,2011,***,2010,***,2010,***,2010
504,Croatia,191,HRV,2010,124,42.6636848449707,***,2010,***,2010,***,2010,***,2012,***,2012,56.60100173950195,2010,***,2012,***,2010,***,2010,***,2010
505,Hungary,348,HUN,2010,89,47.10818099975586,***,2010,***,2010,***,2010,***,2010,***,2010,64.37999725341797,2010,***,2012,***,2010,***,2010,***,2010
506,Indonesia,360,IDN,2010,46,52.67686080932617,***,2010,***,2010,***,2010,***,2010,***,2010,63.890995025634766,2010,***,2012,***,2010,***,2010,***,2010
507,India,356,IND,2010,121,42.69370651245117,***,2010,***,2010,***,2010,***,2010,***,2010,55.261497497558594,2010,***,2012,***,2010,***,2010,***,2010
508,Ireland,372,IRL,2010,3,66.5013656616211,***,2010,***,2010,***,2010,***,2010,***,2010,67.02999877929688,2010,***,2012,***,2010,***,2010,***,2010
509,Iran,364,IRN,2010,103,45.42820739746094,***,2008,***,2008,***,2008,***,2011,***,2008,7.4205002784729,2010,***,2014,***,2008,***,2008,***,2008
510,Iraq,368,IRQ,2010,129,41.5709114074707,***,2010,***,2010,***,2010,***,2010,***,2010,40.560001373291016,2010,***,2012,***,2010,***,2010,***,2010
511,Iceland,352,ISL,2010,9,63.96000289916992,***,2008,***,2008,***,2008,***,2012,***,2008,85.12000274658203,2010,***,2012,***,2008,***,2008,***,2008
512,Israel,376,ISR,2010,73,49.85345458984375,***,2010,***,2010,***,2010,***,2010,***,2010,51.7760009765625,2010,***,2012,***,2010,***,2010,***,2010
513,Italy,380,ITA,2010,50,52.388179779052734,***,2010,***,2010,***,2010,***,2010,***,2010,80.54000091552734,2010,***,2012,***,2010,***,2010,***,2010
514,Jamaica,388,JAM,2010,45,52.6990966796875,***,2011,***,2011,***,2011,***,2011,***,2013,57.380001068115234,2010,***,2011,***,2011,***,2011,***,2011
515,Jordan,400,JOR,2010,88,47.115909576416016,***,2010,***,2007,***,2010,***,2010,***,2010,18.549999237060547,2010,***,2012,***,2010,***,2010,***,2010
516,Japan,392,JPN,2010,56,51.78499984741211,***,2010,***,2010,***,2010,***,2010,***,2010,69.2699966430664,2010,***,2012,***,2010,***,2010,***,2010
517,Kazakhstan,398,KAZ,2010,118,43.39463424682617,***,2010,***,2010,***,2010,***,2010,***,2010,13.682001113891602,2010,***,2011,***,2010,***,2010,***,2010
518,Kenya,404,KEN,2010,48,52.55368423461914,***,2010,***,2010,***,2010,***,2010,***,2010,62.18099594116211,2010,***,2012,***,2010,***,2010,***,2010
519,Kyrgyzstan,417,KGZ,2010,84,47.80059051513672,***,2010,***,2010,***,2010,***,2010,***,2010,39.612998962402344,2010,***,2011,***,2010,***,2010,***,2010
520,Cambodia,116,KHM,2010,79,49.14208984375,***,2010,***,2010,***,2010,***,2010,***,2010,45.125999450683594,2010,***,2011,***,2010,***,2010,***,2010
521,South Korea,410,KOR,2010,74,49.83677673339844,***,2010,***,2010,***,2010,***,2010,***,2010,41.40899658203125,2010,***,2012,***,2010,***,2010,***,2010
522,Kuwait,414,KWT,2010,31,55.220455169677734,***,2010,***,--,***,2010,***,2010,***,2010,8.850000381469727,2010,***,2014,***,2010,***,2010,***,2010
523,Laos,418,LAO,2010,32,54.95291519165039,***,2008,***,2008,***,2008,***,2011,***,2008,14.964000701904297,2010,***,2011,***,2008,***,2008,***,2008
524,Lebanon,422,LBN,2010,101,45.64472961425781,***,2010,***,2010,***,2010,***,2010,***,2010,43.18400192260742,2010,***,2012,***,2010,***,2010,***,2010
525,Liberia,430,LBR,2010,25,56.78145217895508,***,2010,***,2010,***,2010,***,2010,***,2010,61.19199752807617,2010,***,2013,***,2010,***,2010,***,2010
526,Libya,434,LBY,2010,40,53.590911865234375,***,2012,***,--,***,2012,***,2015,***,2012,0.0,2010,***,2012,***,2012,***,2012,***,2012
527,Sri Lanka,144,LKA,2010,27,56.71904754638672,***,2010,***,2010,***,2010,***,2010,***,2010,39.81899642944336,2010,***,2011,***,2010,***,2010,***,2010
528,Lesotho,426,LSO,2010,82,48.18636703491211,***,2011,***,2011,***,2011,***,2011,***,--,44.099998474121094,2010,***,--,***,2011,***,2011,***,2011
529,Lithuania,440,LTU,2010,146,37.435909271240234,***,2010,***,2010,***,2010,***,2010,***,2010,48.59000015258789,2010,***,2012,***,2010,***,2010,***,2010
530,Luxembourg,442,LUX,2010,15,61.633182525634766,***,2010,***,2010,***,2010,***,2010,***,2010,90.93000030517578,2010,***,2012,***,2010,***,2010,***,2010
531,Latvia,428,LVA,2010,96,46.284000396728516,***,2009,***,2009,***,2009,***,2011,***,2008,58.24800109863281,2010,***,2012,***,2009,***,2009,***,2009
532,Morocco,504,MAR,2010,127,42.06364059448242,***,2010,***,2012,***,2010,***,2011,***,2012,7.400000095367432,2010,***,2012,***,2010,***,2011,***,2010
533,Moldova,498,MDA,2010,106,45.05461502075195,***,2010,***,2010,***,2010,***,2010,***,2010,60.201499938964844,2010,***,2011,***,2010,***,2010,***,2010
534,Madagascar,450,MDG,2010,144,38.40909194946289,***,2008,***,2008,***,2008,***,2011,***,2008,0.0,2010,***,2012,***,2008,***,2008,***,2008
535,Mexico,484,MEX,2010,78,49.41586685180664,***,2010,***,2010,***,2010,***,2010,***,2010,40.14899826049805,2010,***,2011,***,2010,***,2010,***,2010
536,Macedonia,807,MKD,2010,134,41.14047622680664,***,2010,***,2010,***,2010,***,2012,***,2012,55.09049987792969,2010,***,2012,***,2010,***,2010,***,2010
537,Mali,466,MLI,2010,98,45.880069732666016,***,2010,***,2010,***,2010,***,2010,***,2010,27.361499786376953,2010,***,2012,***,2010,***,2010,***,2010
538,Malta,470,MLT,2010,19,59.37727737426758,***,2010,***,2010,***,2010,***,2010,***,2010,93.30000305175781,2010,***,2012,***,2010,***,2010,***,2010
539,Montenegro,499,MNE,2010,123,42.6763916015625,***,2010,***,2010,***,2010,***,2012,***,2012,62.88050079345703,2010,***,2012,***,2010,***,2010,***,2010
540,Mongolia,496,MNG,2010,54,51.923187255859375,***,2010,***,2010,***,2010,***,2010,***,2010,74.30999755859375,2010,***,2011,***,2010,***,2010,***,2010
541,Mozambique,508,MOZ,2010,105,45.060455322265625,***,2008,***,2008,***,2008,***,2011,***,2008,33.32999801635742,2010,***,2015,***,2008,***,2008,***,2008
542,Mauritania,478,MRT,2010,47,52.62709426879883,***,2010,***,2010,***,2010,***,2010,***,2010,27.79599952697754,2010,***,2012,***,2010,***,2010,***,2010
543,Mauritius,480,MUS,2010,26,56.764556884765625,***,2011,***,2011,***,2011,***,2011,***,--,77.81999969482422,2010,***,2014,***,2011,***,2011,***,2011
544,Malawi,454,MWI,2010,34,54.459999084472656,***,2009,***,2009,***,2009,***,2011,***,2007,43.12000274658203,2010,***,2012,***,2009,***,2009,***,2009
545,Malaysia,458,MYS,2010,64,50.763267517089844,***,2010,***,2010,***,2010,***,2010,***,2010,60.79199981689453,2010,***,2012,***,2010,***,2010,***,2010
546,Namibia,516,NAM,2010,49,52.40217971801758,***,2007,***,2007,***,2007,***,2014,***,2007,67.8479995727539,2010,***,2014,***,2007,***,2007,***,2007
547,Niger,562,NER,2010,116,43.45615768432617,***,2010,***,2010,***,2010,***,2010,***,2010,29.035497665405273,2010,***,2012,***,2010,***,2010,***,2010
548,Nigeria,566,NGA,2010,30,55.43291473388672,***,2010,***,2010,***,2010,***,2010,***,2010,34.52399826049805,2010,***,2012,***,2010,***,2010,***,2010
549,Nicaragua,558,NIC,2010,90,47.017887115478516,***,2010,***,2010,***,2010,***,2010,***,2010,63.39350128173828,2010,***,2011,***,2010,***,2010,***,2010
550,Netherlands,528,NLD,2010,5,65.38182830810547,***,2010,***,2010,***,2010,***,2010,***,2010,75.4000015258789,2010,***,2012,***,2010,***,2010,***,2010
551,Norway,578,NOR,2010,12,62.65318298339844,***,2008,***,2008,***,2008,***,2012,***,2008,76.37000274658203,2010,***,2012,***,2008,***,2008,***,2008
552,Nepal,524,NPL,2010,128,41.84690856933594,***,2010,***,2010,***,2010,***,2010,***,2010,50.63199996948242,2010,***,2011,***,2010,***,2010,***,2010
553,New Zealand,554,NZL,2010,2,67.11181640625,***,2010,***,2010,***,2010,***,2010,***,2010,79.45999908447266,2010,***,2012,***,2010,***,2010,***,2010
554,Oman,512,OMN,2010,61,51.194095611572266,***,2011,***,--,***,2011,***,2011,***,--,6.269999980926514,2010,***,--,***,2011,***,--,***,2011
555,Pakistan,586,PAK,2010,109,44.392730712890625,***,2010,***,2010,***,2010,***,2010,***,2010,35.63999938964844,2010,***,2012,***,2010,***,2010,***,2010
556,Panama,591,PAN,2010,42,53.29761505126953,***,2010,***,2010,***,2010,***,2010,***,2010,66.54750061035156,2010,***,2011,***,2010,***,2010,***,2010
557,Peru,604,PER,2010,93,46.601226806640625,***,2010,***,2010,***,2010,***,2010,***,2010,84.22700500488281,2010,***,2011,***,2010,***,2010,***,2010
558,Philippines,608,PHL,2010,20,59.021915435791016,***,2010,***,2010,***,2010,***,2010,***,2010,67.48200225830078,2010,***,2011,***,2010,***,2010,***,2010
559,Poland,616,POL,2010,58,51.676361083984375,***,2010,***,2010,***,2010,***,2010,***,2010,53.880001068115234,2010,***,2012,***,2010,***,2010,***,2010
560,Portugal,620,PRT,2010,63,51.07636260986328,***,2010,***,2010,***,2010,***,2010,***,2010,59.68000030517578,2010,***,2012,***,2010,***,2010,***,2010
561,Paraguay,600,PRY,2010,57,51.72418212890625,***,2010,***,2010,***,2010,***,2010,***,2010,58.932003021240234,2010,***,2011,***,2010,***,2010,***,2010
562,Qatar,634,QAT,2010,24,56.90909194946289,***,2010,***,2009,***,2010,***,2011,***,2008,0.0,2010,***,2012,***,2010,***,2009,***,2010
563,Romania,642,ROU,2010,137,40.64727783203125,***,2010,***,2010,***,2010,***,2010,***,2010,37.2400016784668,2010,***,2012,***,2010,***,2010,***,2010
564,Russia,643,RUS,2010,120,43.25440979003906,***,2010,***,2010,***,2010,***,2010,***,2010,44.59700012207031,2010,***,2011,***,2010,***,2010,***,2010
565,Rwanda,646,RWA,2010,130,41.47954559326172,***,2009,***,2009,***,2009,***,2011,***,2008,29.55000114440918,2010,***,2012,***,2009,***,2009,***,2009
566,Saudi Arabia,682,SAU,2010,70,50.1363639831543,***,2010,***,2009,***,2010,***,2010,***,2008,0.0,2010,***,2012,***,2010,***,2010,***,2010
567,Serbia,688,SCG,2010,131,41.32795715332031,***,2010,***,2010,***,2010,***,2012,***,2012,55.214996337890625,2010,***,2012,***,2010,***,2010,***,2010
568,Sudan,729,SDN,2010,36,54.3090934753418,***,2010,***,2010,***,2010,***,2010,***,2010,28.80000114440918,2010,***,2012,***,2010,***,2010,***,2010
569,Senegal,686,SEN,2010,75,49.79716110229492,***,2010,***,2010,***,2010,***,2010,***,2010,29.537500381469727,2010,***,2012,***,2010,***,2010,***,2010
570,Singapore,702,SGP,2010,77,49.663822174072266,***,2010,***,2010,***,2010,***,2010,***,2010,37.604000091552734,2010,***,2011,***,2010,***,2010,***,2010
571,Sierra Leone,694,SLE,2010,44,52.74681854248047,***,2010,***,2010,***,2010,***,2010,***,2010,64.43000793457031,2010,***,2013,***,2010,***,2010,***,2010
572,El Salvador,222,SLV,2010,113,43.782814025878906,***,2010,***,2010,***,2010,***,2010,***,2010,48.22200012207031,2010,***,2012,***,2010,***,2010,***,2010
573,Suriname,740,SUR,2010,59,51.31398010253906,***,2012,***,2012,***,2012,***,2012,***,2012,54.907501220703125,2010,***,2012,***,2012,***,2012,***,2012
574,Slovakia,703,SVK,2010,86,47.67454528808594,***,2010,***,2010,***,2010,***,2010,***,2010,58.84000015258789,2010,***,2012,***,2010,***,2010,***,2010
575,Slovenia,705,SVN,2010,17,61.140907287597656,***,2010,***,2010,***,2010,***,2010,***,2010,63.099998474121094,2010,***,2012,***,2010,***,2010,***,2010
576,Sweden,752,SWE,2010,14,61.7104606628418,***,2010,***,2010,***,2010,***,2010,***,2010,84.62999725341797,2010,***,2012,***,2010,***,2010,***,2010
577,Swaziland,748,SWZ,2010,76,49.68182373046875,***,2011,***,2011,***,2011,***,2011,***,--,0.0,2010,***,--,***,2011,***,2011,***,2011
578,Chad,148,TCD,2010,135,41.09090805053711,***,2010,***,2010,***,2010,***,2010,***,2010,0.0,2010,***,2012,***,2010,***,2010,***,2010
579,Togo,768,TGO,2010,149,27.771270751953125,***,2008,***,2008,***,2008,***,2011,***,2008,33.96799850463867,2010,***,2014,***,2008,***,2008,***,2008
580,Thailand,764,THA,2010,18,61.08896255493164,***,2010,***,2010,***,2010,***,2010,***,2010,54.957000732421875,2010,***,2012,***,2010,***,2010,***,2010
581,Tajikistan,762,TJK,2010,102,45.62700271606445,***,2010,***,2009,***,2010,***,2010,***,2010,31.79399871826172,2010,***,2011,***,2010,***,2010,***,2010
582,Trinidad and Tobago,780,TTO,2010,55,51.83863830566406,***,2008,***,2008,***,2008,***,2011,***,2008,69.44999694824219,2010,***,2011,***,2008,***,2008,***,2008
583,Tunisia,788,TUN,2010,81,48.21908950805664,***,2010,***,2010,***,2010,***,2010,***,2010,26.82000160217285,2010,***,2012,***,2010,***,2010,***,2010
584,Turkey,792,TUR,2010,110,44.3914794921875,***,2010,***,2010,***,2010,***,2010,***,2010,71.61250305175781,2010,***,2012,***,2010,***,2010,***,2010
585,Tanzania,834,TZA,2010,65,50.625938415527344,***,2010,***,2010,***,2010,***,2010,***,2010,17.77050018310547,2010,***,2012,***,2010,***,2010,***,2010
586,Uganda,800,UGA,2010,52,52.254547119140625,***,2010,***,2010,***,2010,***,2010,***,2010,30.599998474121094,2010,***,2012,***,2010,***,2010,***,2010
587,Ukraine,804,UKR,2010,115,43.52836608886719,***,2010,***,2010,***,2010,***,2010,***,2010,49.624000549316406,2010,***,2011,***,2010,***,2010,***,2010
588,Uruguay,858,URY,2010,69,50.177730560302734,***,2010,***,2010,***,2010,***,2010,***,2010,89.91000366210938,2010,***,2012,***,2010,***,2010,***,2010
589,United States,840,USA,2010,4,66.20863342285156,***,2010,***,2010,***,2010,***,2010,***,2010,41.59000015258789,2010,***,2012,***,2010,***,2010,***,2010
590,Venezuela,862,VEN,2010,94,46.55668258666992,***,2010,***,2010,***,2010,***,2010,***,2010,23.246999740600586,2010,***,2011,***,2010,***,2010,***,2010
591,Vietnam,704,VNM,2010,122,42.679359436035156,***,2010,***,2010,***,2010,***,2010,***,2010,14.946000099182129,2010,***,2012,***,2010,***,2010,***,2010
592,Yemen,887,YEM,2010,139,40.181819915771484,***,2010,***,2010,***,2010,***,2010,***,2010,0.0,2010,***,2012,***,2010,***,2010,***,2010
593,South Africa,710,ZAF,2010,72,49.88341522216797,***,2010,***,2010,***,2010,***,2010,***,2010,73.43500518798828,2010,***,2012,***,2010,***,2010,***,2010
594,Zambia,894,ZMB,2010,67,50.460411071777344,***,2009,***,2009,***,2009,***,2011,***,2008,60.12900161743164,2010,***,2012,***,2009,***,2009,***,2009
595,Zimbabwe,716,ZWE,2010,87,47.33843231201172,***,2010,***,2010,***,2010,***,2010,***,2010,22.44550132751465,2010,***,2012,***,2010,***,2010,***,2010
596,Afghanistan,4,AFG,2011,145,38.71015930175781,***,2011,***,2011,***,2011,***,2011,***,2010,20.62350082397461,2011,***,2011,***,2011,***,2011,***,2011
597,Angola,24,AGO,2011,90,46.542911529541016,***,2011,***,2011,***,2011,***,2011,***,2012,34.944000244140625,2011,***,2012,***,2011,***,2011,***,2011
