,country,isonum,isocode,year,rank_pers,pers,racial,racial_year,immig,immig_year,freedom,freedom_year,lgbx,lgbx_year,propright,propright_year,rrgov,rrgov_year,rrsoc,rrsoc_year,lgbt_rights,lgbt_rights_year,deathpen,deathpen_year,civlib,civlib_year,conscription,conscription_year,pf,pf_year
729,Thailand,764,THA,2011,116,44.39850616455078,***,2011,***,2011,***,2011,***,2011,1,2011,3.4,2011,6.1,2011,1,2011,1,2011,4,2011,0.0,2011,60.0,2011
730,Tajikistan,762,TJK,2011,128,40.90180969238281,***,2011,***,2011,***,2011,***,2010,1,2011,5.6,2011,2.2,2011,1,2011,1,2011,3,2011,0.0,2011,79.0,2011
731,Trinidad and Tobago,780,TTO,2011,45,66.71977996826172,***,2011,***,2011,***,2011,***,2011,1,2015,1.2,2011,0.8,2011,0,2016,1,2011,6,2011,10.0,2011,25.0,2011
732,Tunisia,788,TUN,2011,125,42.12919616699219,***,2011,***,2011,***,2011,***,2011,1,2011,5.8,2011,3.5,2011,0,2016,1,2011,4,2011,3.0,2011,51.0,2011
733,Turkey,792,TUR,2011,91,52.122886657714844,***,2011,***,2011,***,2011,***,2011,1,2011,5.3,2011,4.2,2011,1,2011,0,2011,5,2011,1.0,2011,55.0,2011
734,Tanzania,834,TZA,2011,101,48.61613845825195,***,2011,***,2011,***,2011,***,2011,1,2011,3.7,2011,5.4,2011,0,2016,1,2011,5,2011,5.0,2011,49.0,2011
735,Uganda,800,UGA,2011,106,47.783233642578125,***,2011,***,2011,***,2011,***,2011,1,2011,2.9,2011,6.5,2011,0,2016,1,2011,4,2011,10.0,2011,57.0,2011
736,Ukraine,804,UKR,2011,90,53.125179290771484,***,2011,***,2011,***,2011,***,2011,1,2011,3.9,2011,3.5,2011,1,2011,0,2011,5,2011,0.0,2011,59.0,2011
737,Uruguay,858,URY,2011,12,83.50732421875,***,2011,***,2011,***,2011,***,2011,1,2011,0.8,2011,0.0,2011,1,2011,0,2011,7,2011,10.0,2011,26.0,2011
738,United States,840,USA,2011,28,74.35830688476562,***,2011,***,2011,***,2011,***,2011,1,2011,3.0,2011,2.4,2011,1,2011,1,2011,7,2011,10.0,2011,18.0,2011
739,Venezuela,862,VEN,2011,79,56.8441047668457,***,2011,***,2011,***,2011,***,2011,1,2011,3.3,2011,1.5,2011,1,2011,0,2011,3,2011,0.0,2011,76.0,2011
740,Vietnam,704,VNM,2011,136,34.73902130126953,***,2011,***,2011,***,2011,***,2011,1,2011,6.6,2011,4.6,2011,1,2011,1,2011,3,2011,0.0,2011,84.0,2011
741,Yemen,887,YEM,2011,148,24.097904205322266,***,2011,***,2011,***,2011,***,--,1,2011,6.9,2011,7.6,2011,0,2016,1,2011,2,2011,0.0,2011,83.0,2011
742,South Africa,710,ZAF,2011,24,77.4389877319336,***,2011,***,2011,***,2011,***,2011,1,2011,0.7,2011,3.7,2011,3,2011,0,2011,6,2011,10.0,2011,34.0,2011
743,Zambia,894,ZMB,2011,93,51.60148620605469,***,2011,***,2011,***,2011,***,2011,1,2011,1.8,2011,1.7,2011,0,2016,1,2011,4,2011,10.0,2011,60.0,2011
744,Zimbabwe,716,ZWE,2011,119,43.66408157348633,***,2011,***,2011,***,2011,***,2011,1,2011,3.6,2011,1.7,2011,0,2016,1,2011,2,2011,10.0,2011,80.0,2011
745,Afghanistan,4,AFG,2012,149,24.144824981689453,***,2012,***,2012,***,2012,***,2012,0,2015,8.1,2012,9.6,2012,0,2016,1,2012,2,2012,7.698071002960205,--,67.0,2012
746,Angola,24,AGO,2012,110,44.79701614379883,***,2012,***,2012,***,2012,***,2012,1,2011,4.1,2012,3.6,2012,0,2016,0,2012,3,2012,0.0,2012,68.0,2012
747,Albania,8,ALB,2012,63,60.84525680541992,***,2012,***,2012,***,2012,***,2012,1,2011,1.5,2012,0.0,2012,1,2012,0,2012,5,2012,3.0,2012,49.0,2012
748,United Arab Emirates,784,ARE,2012,109,44.819984436035156,***,2009,***,2012,***,2012,***,--,1,2011,6.0,2012,1.7,2012,0,2016,1,2012,2,2012,10.0,2012,74.0,2012
749,Argentina,32,ARG,2012,22,77.94373321533203,***,2012,***,2012,***,2012,***,2012,1,2011,1.9,2012,1.9,2012,3,2012,0,2012,6,2012,10.0,2012,52.0,2012
750,Armenia,51,ARM,2012,98,48.19609451293945,***,2012,***,2012,***,2012,***,2012,1,2011,6.0,2012,4.7,2012,1,2012,0,2012,4,2012,0.0,2012,61.0,2012
751,Australia,36,AUS,2012,6,85.6017837524414,***,2012,***,2012,***,2012,***,2012,1,2011,1.6,2012,2.9,2012,2,2012,0,2012,7,2012,10.0,2012,21.0,2012
752,Austria,40,AUT,2012,23,76.68331909179688,***,2012,***,2012,***,2012,***,2012,1,2011,3.8,2012,3.0,2012,2,2012,0,2012,7,2012,3.0,2012,21.0,2012
753,Azerbaijan,31,AZE,2012,114,43.77289581298828,***,2012,***,2012,***,2012,***,2012,1,2011,7.3,2012,4.7,2012,1,2012,0,2012,3,2012,1.0,2012,82.0,2012
754,Burundi,108,BDI,2012,82,54.620723724365234,***,2011,***,2011,***,2011,***,2011,1,2011,0.2,2012,0.9,2012,0,2016,0,2012,3,2012,10.0,2012,72.0,2012
755,Belgium,56,BEL,2012,16,81.90898895263672,***,2012,***,2012,***,2012,***,2012,1,2011,4.7,2012,3.3,2012,3,2012,0,2012,7,2012,10.0,2012,11.0,2012
756,Benin,204,BEN,2012,53,62.966697692871094,***,2012,***,2012,***,2012,***,2012,1,2011,0.3,2012,2.0,2012,1,2012,1,2012,6,2012,1.0,2012,34.0,2012
757,Burkina Faso,854,BFA,2012,61,61.115135192871094,***,2012,***,2012,***,2012,***,2012,1,2011,0.8,2012,2.0,2012,1,2012,1,2012,5,2012,10.0,2012,42.0,2012
758,Bangladesh,50,BGD,2012,108,45.13896179199219,***,2012,***,2012,***,2012,***,2012,1,2011,5.3,2012,7.6,2012,0,2016,1,2012,4,2012,10.0,2012,53.0,2012
759,Bulgaria,100,BGR,2012,51,63.38185501098633,***,2012,***,2012,***,2012,***,2012,1,2011,5.2,2012,4.4,2012,1,2012,0,2012,6,2012,10.0,2012,37.0,2012
760,Bahrain,48,BHR,2012,136,34.87396240234375,***,2009,***,2011,***,2012,***,--,1,2015,6.5,2012,5.3,2012,1,2012,1,2012,2,2012,10.0,2012,86.0,2012
761,Belarus,112,BLR,2012,133,36.42550277709961,***,2012,***,2012,***,2012,***,2012,1,2011,6.3,2012,1.3,2012,1,2012,1,2012,2,2012,5.893049716949463,--,93.0,2012
762,Belize,84,BLZ,2012,62,60.892913818359375,***,2007,***,2007,***,2007,***,2007,1,2015,1.4,2012,0.0,2012,0,2016,1,2012,6,2012,10.0,2012,22.0,2012
763,Bolivia,68,BOL,2012,58,62.222511291503906,***,2012,***,2012,***,2012,***,2012,1,2011,1.4,2012,0.0,2012,1,2012,1,2012,5,2012,3.0,2012,48.0,2012
764,Brazil,76,BRA,2012,41,67.77404022216797,***,2012,***,2012,***,2012,***,2012,1,2011,0.6,2012,2.8,2012,2,2012,1,2012,6,2012,3.0,2012,46.0,2012
765,Botswana,72,BWA,2012,56,62.607810974121094,***,2012,***,2012,***,2012,***,2012,1,2011,0.5,2012,0.9,2012,0,2016,1,2012,6,2012,10.0,2012,41.0,2012
766,Central African Republic,140,CAF,2012,126,39.67613983154297,***,2011,***,2011,***,2011,***,2011,0,--,4.7,2012,4.5,2012,1,2012,1,2012,3,2012,0.0,2012,62.0,2012
767,Canada,124,CAN,2012,1,91.16394805908203,***,2012,***,2012,***,2012,***,2012,1,2011,1.9,2012,1.3,2012,3,2012,0,2012,7,2012,10.0,2012,20.0,2012
768,Switzerland,756,CHE,2012,14,82.8914794921875,***,2012,***,2012,***,2012,***,2012,1,2011,2.1,2012,2.7,2012,2,2012,0,2012,7,2012,5.0,2012,12.0,2012
769,Chile,152,CHL,2012,44,66.82687377929688,***,2012,***,2012,***,2012,***,2012,0,2011,1.3,2012,2.3,2012,1,2012,0,2012,7,2012,1.0,2012,31.0,2012
770,China,156,CHN,2012,134,36.30002975463867,***,2012,***,2012,***,2012,***,2012,1,2011,8.6,2012,3.6,2012,1,2012,1,2012,2,2012,0.0,2012,83.0,2012
771,Ivory Coast,384,CIV,2012,88,52.28194046020508,***,2009,***,2009,***,2009,***,2009,0,2011,1.0,2012,3.5,2012,1,2012,0,2012,3,2012,1.0,2012,61.0,2012
772,Cameroon,120,CMR,2012,124,41.19552230834961,***,2012,***,2012,***,2012,***,2012,0,2011,1.3,2012,1.3,2012,0,2016,1,2012,2,2012,10.0,2012,66.0,2012
773,Democratic Republic of Congo,180,COD,2012,141,33.51363754272461,***,2012,***,2012,***,2012,***,2012,0,2011,1.2,2012,3.2,2012,1,2012,1,2012,2,2012,3.0,2012,83.0,2012
774,Congo,178,COG,2012,96,49.24149703979492,***,2012,***,2012,***,2012,***,2012,0,2011,0.7,2012,0.4,2012,1,2012,1,2012,3,2012,10.0,2012,47.860111236572266,--
775,Colombia,170,COL,2012,48,65.33534240722656,***,2012,***,2012,***,2012,***,2012,1,2011,1.5,2012,3.9,2012,2,2012,0,2012,4,2012,0.0,2012,53.0,2012
776,Comoros,174,COM,2012,128,39.281185150146484,***,2012,***,2012,***,2012,***,2012,0,--,3.2,2012,2.9,2012,0,2016,1,2012,4,2012,6.665467262268066,--,49.0,2012
777,Costa Rica,188,CRI,2012,15,82.74417877197266,***,2012,***,2012,***,2012,***,2012,1,2011,3.1,2012,0.3,2012,1,2012,0,2012,7,2012,10.0,2012,18.0,2012
778,Cyprus,196,CYP,2012,40,68.13467407226562,***,2012,***,2012,***,2012,***,2012,1,--,2.1,2012,4.0,2012,1,2012,0,2012,7,2012,0.0,2012,32.29698181152344,--
779,Czech Republic,203,CZE,2012,24,76.61125946044922,***,2012,***,2012,***,2012,***,2012,1,2011,1.8,2012,1.5,2012,2,2012,0,2012,7,2012,10.0,2012,19.0,2012
780,Germany,276,DEU,2012,21,80.251220703125,***,2012,***,2012,***,2012,***,2012,1,2011,3.8,2012,5.6,2012,2,2012,0,2012,7,2012,10.0,2012,17.0,2012
781,Djibouti,262,DJI,2012,85,53.69719696044922,***,2011,***,2011,***,2011,***,2011,1,2015,4.2,2012,0.4,2012,1,2012,0,2012,3,2012,1.9826459884643555,--,74.0,2012
782,Denmark,208,DNK,2012,9,85.15160369873047,***,2012,***,2012,***,2012,***,2012,1,2011,3.1,2012,2.0,2012,3,2012,0,2012,7,2012,3.0,2012,12.0,2012
783,Dominican Republic,214,DOM,2012,27,73.8530044555664,***,2012,***,2012,***,2012,***,2012,1,2011,1.2,2012,0.0,2012,1,2012,0,2012,6,2012,10.0,2012,40.0,2012
784,Algeria,12,DZA,2012,137,34.33993911743164,***,2012,***,2012,***,2012,***,2012,1,2011,6.9,2012,6.5,2012,0,2016,1,2012,3,2012,1.0,2012,61.0,2012
785,Ecuador,218,ECU,2012,66,59.96497344970703,***,2012,***,2012,***,2012,***,2012,0,2011,0.8,2012,0.4,2012,1,2012,0,2012,5,2012,3.0,2012,61.0,2012
786,Egypt,818,EGY,2012,146,25.777202606201172,***,2011,***,2012,***,2012,***,--,1,2011,8.8,2012,8.3,2012,0,2016,1,2012,3,2012,0.0,2012,62.0,2012
787,Spain,724,ESP,2012,11,84.35687255859375,***,2012,***,2012,***,2012,***,2012,1,2011,2.8,2012,2.5,2012,3,2012,0,2012,7,2012,10.0,2012,27.0,2012
788,Estonia,233,EST,2012,33,70.35458374023438,***,2012,***,2012,***,2012,***,2012,1,2011,1.4,2012,0.3,2012,1,2012,0,2012,7,2012,3.0,2012,16.0,2012
789,Ethiopia,231,ETH,2012,123,41.56589126586914,***,2012,***,2012,***,2012,***,2013,1,2011,5.3,2012,5.3,2012,0,2016,1,2012,2,2012,10.0,2012,82.0,2012
790,Finland,246,FIN,2012,19,80.3433837890625,***,2012,***,2012,***,2012,***,2012,1,2011,1.6,2012,1.9,2012,1,2012,0,2012,7,2012,3.0,2012,11.0,2012
791,France,250,FRA,2012,26,74.24806213378906,***,2012,***,2012,***,2012,***,2012,1,2011,4.3,2012,6.5,2012,1,2012,0,2012,7,2012,10.0,2012,22.0,2012
792,Gabon,266,GAB,2012,94,50.105369567871094,***,2012,***,2012,***,2012,***,2012,0,2011,1.2,2012,1.0,2012,1,2012,0,2012,3,2012,10.0,2012,71.0,2012
793,United Kingdom,826,GBR,2012,17,81.47430419921875,***,2012,***,2012,***,2012,***,2012,1,2011,3.0,2012,6.0,2012,2,2012,0,2012,7,2012,10.0,2012,21.0,2012
794,Georgia,268,GEO,2012,78,55.8197021484375,***,2012,***,2012,***,2012,***,2012,1,2011,2.8,2012,6.2,2012,1,2012,0,2012,5,2012,1.0,2012,49.0,2012
795,Ghana,288,GHA,2012,72,57.96439743041992,***,2012,***,2012,***,2012,***,2012,1,2011,0.8,2012,3.8,2012,0,2016,1,2012,6,2012,10.0,2012,28.0,2012
796,Guinea,324,GIN,2012,113,44.13896179199219,***,2012,***,2012,***,2012,***,2012,1,2011,2.9,2012,4.5,2012,0,2016,1,2012,3,2012,0.0,2013,62.0,2012
797,Greece,300,GRC,2012,87,53.360897064208984,***,2012,***,2012,***,2012,***,2012,1,2011,5.0,2012,6.5,2012,1,2012,0,2012,6,2012,3.0,2012,41.0,2012
798,Guatemala,320,GTM,2012,79,55.513065338134766,***,2012,***,2012,***,2012,***,2012,1,2011,1.3,2012,0.5,2012,1,2012,1,2012,4,2012,3.0,2012,59.0,2012
799,Guyana,328,GUY,2012,68,59.496124267578125,***,2007,***,2007,***,2007,***,2007,1,2015,1.1,2012,0.0,2012,0,2016,1,2012,5,2012,10.0,2012,33.0,2012
800,Hong Kong,344,HKG,2012,37,68.92535400390625,***,2012,***,2012,***,2012,***,2012,1,2011,2.6,2012,1.2,2012,1,2012,0,--,3,--,10.0,2012,35.0,2012
801,Honduras,340,HND,2012,54,62.80965042114258,***,2012,***,2012,***,2012,***,2012,1,2011,2.2,2012,0.3,2012,1,2012,0,2012,4,2012,10.0,2012,62.0,2012
802,Croatia,191,HRV,2012,59,61.961524963378906,***,2012,***,2012,***,2012,***,2012,1,2011,2.9,2012,2.2,2012,1,2012,0,2012,6,2012,10.0,2012,40.0,2012
803,Hungary,348,HUN,2012,39,68.7045669555664,***,2012,***,2012,***,2012,***,2012,1,2011,2.4,2012,2.7,2012,2,2012,0,2012,6,2012,10.0,2012,36.0,2012
804,Indonesia,360,IDN,2012,125,39.87711715698242,***,2012,***,2012,***,2012,***,2012,1,2011,8.3,2012,8.5,2012,0,2016,1,2012,5,2012,5.0,2012,49.0,2012
805,India,356,IND,2012,112,44.296295166015625,***,2012,***,2012,***,2012,***,2012,1,2011,5.5,2012,9.6,2012,0,2016,1,2012,5,2012,10.0,2012,38.0,2012
806,Ireland,372,IRL,2012,8,85.15245056152344,***,2012,***,2012,***,2012,***,2012,1,2011,1.1,2012,1.9,2012,1,2012,0,2012,7,2012,10.0,2012,16.0,2012
807,Iran,364,IRN,2012,144,29.0,***,2011,***,2011,***,2008,***,--,1,2011,8.6,2012,5.4,2012,0,2016,1,2012,2,2012,1.0,2012,92.0,2012
808,Iraq,368,IRQ,2012,148,25.605833053588867,***,2012,***,2012,***,2012,***,2012,1,2015,6.8,2012,9.0,2012,0,2016,1,2012,2,2012,3.7638306617736816,--,67.0,2012
809,Iceland,352,ISL,2012,4,87.70313262939453,***,2012,***,2012,***,2012,***,2012,1,2011,3.2,2012,1.2,2012,3,2012,0,2012,7,2012,10.0,2012,14.0,2012
810,Israel,376,ISR,2012,95,49.46569061279297,***,2012,***,2012,***,2012,***,2012,1,2011,6.5,2012,9.4,2012,2,2012,1,2012,6,2012,0.0,2012,31.0,2012
811,Italy,380,ITA,2012,31,71.18605041503906,***,2012,***,2012,***,2012,***,2012,1,2011,2.6,2012,5.7,2012,1,2012,0,2012,7,2012,10.0,2012,33.0,2012
812,Jamaica,388,JAM,2012,60,61.584842681884766,***,2011,***,2011,***,2011,***,2011,1,2011,2.2,2012,0.4,2012,0,2016,1,2012,5,2012,10.0,2012,18.0,2012
813,Jordan,400,JOR,2012,127,39.34223175048828,***,2008,***,2012,***,2012,***,--,1,2011,5.7,2012,5.1,2012,1,2012,1,2012,3,2012,10.0,2012,63.0,2012
814,Japan,392,JPN,2012,49,64.0252685546875,***,2011,***,2011,***,2012,***,2011,1,2011,0.7,2012,2.8,2012,1,2012,1,2012,6,2012,10.0,2012,24.0,2012
815,Kazakhstan,398,KAZ,2012,120,41.99224853515625,***,2012,***,2012,***,2012,***,2010,1,2011,6.7,2012,1.9,2012,1,2012,1,2012,3,2012,3.0,2012,84.0,2012
816,Kenya,404,KEN,2012,111,44.75136184692383,***,2012,***,2012,***,2012,***,2012,1,2011,4.3,2012,8.3,2012,0,2016,1,2012,4,2012,10.0,2012,53.0,2012
817,Kyrgyzstan,417,KGZ,2012,104,46.91587829589844,***,2012,***,2012,***,2012,***,2010,1,2011,6.5,2012,5.0,2012,1,2012,0,--,3,2012,1.0,2012,69.0,2012
818,Cambodia,116,KHM,2012,71,58.958946228027344,***,2012,***,2012,***,2012,***,2012,1,2011,2.4,2012,0.6,2012,1,2012,0,2012,3,2012,10.0,2012,66.0,2012
819,South Korea,410,KOR,2012,70,58.962100982666016,***,2011,***,2011,***,2012,***,2011,1,2011,1.8,2012,0.3,2012,1,2012,1,2012,6,2012,0.0,2012,31.0,2012
820,Kuwait,414,KWT,2012,101,47.379554748535156,***,2009,***,2012,***,2012,***,--,1,2011,5.1,2012,4.3,2012,0,2016,1,2012,3,2012,10.0,2012,59.0,2012
821,Laos,418,LAO,2012,100,47.43766784667969,***,2011,***,2011,***,2011,***,2011,1,2011,5.6,2012,2.3,2012,1,2012,1,--,2,2012,4.419906139373779,--,84.0,2012
822,Lebanon,422,LBN,2012,119,42.75135803222656,***,2012,***,2012,***,2012,***,2012,1,2011,3.1,2012,7.9,2012,0,2016,1,2012,4,2012,10.0,2012,53.0,2012
823,Liberia,430,LBR,2012,86,53.45646286010742,***,2011,***,2011,***,2011,***,2011,1,2011,1.5,2012,2.6,2012,0,2016,1,2012,4,2012,6.800796985626221,--,56.0,2012
824,Libya,434,LBY,2012,140,33.55698776245117,***,--,***,2012,***,2012,***,--,0,--,5.5,2012,5.4,2012,0,2016,1,2012,3,2012,10.0,2013,59.0,2012
825,Sri Lanka,144,LKA,2012,117,42.85558319091797,***,2012,***,2012,***,2012,***,2012,1,2011,5.9,2012,7.7,2012,0,2016,1,2012,4,2012,10.0,2012,74.0,2012
826,Lesotho,426,LSO,2012,77,56.26327896118164,***,2011,***,2011,***,2011,***,2011,1,2011,0.4,2012,0.0,2012,1,2012,1,2012,5,2012,10.0,2012,49.0,2012
827,Lithuania,440,LTU,2012,45,66.5047378540039,***,2012,***,2012,***,2012,***,2012,1,2011,2.6,2012,1.5,2012,1,2012,0,2012,7,2012,10.0,2012,24.0,2012
828,Luxembourg,442,LUX,2012,7,85.57794952392578,***,2012,***,2012,***,2012,***,2012,1,2015,1.6,2012,0.0,2012,1,2012,0,2012,7,2012,10.0,2012,12.0,2012
829,Latvia,428,LVA,2012,74,57.866783142089844,***,2012,***,2012,***,2012,***,2012,1,2011,2.6,2012,1.0,2012,1,2012,1,2012,6,2012,10.0,2012,28.0,2012
830,Morocco,504,MAR,2012,118,42.83921813964844,***,2011,***,2012,***,2012,***,2011,1,2011,7.0,2012,1.5,2012,0,2016,1,2012,4,2012,1.0,2012,66.0,2012
831,Moldova,498,MDA,2012,84,53.71691131591797,***,2012,***,2012,***,2012,***,2012,1,2011,4.6,2012,4.0,2012,1,2012,0,2012,5,2012,3.0,2012,53.0,2012
832,Madagascar,450,MDG,2012,107,45.17053985595703,***,2012,***,2012,***,2012,***,2012,1,2011,3.3,2012,2.6,2012,1,2012,1,2012,4,2012,1.0,2012,66.0,2012
833,Mexico,484,MEX,2012,67,59.91730499267578,***,2012,***,2012,***,2012,***,2012,1,2011,3.9,2012,6.7,2012,2,2012,0,2012,5,2012,3.0,2012,61.0,2012
834,Macedonia,807,MKD,2012,65,60.0057487487793,***,2012,***,2012,***,2012,***,2012,1,2011,3.0,2012,2.6,2012,1,2012,0,--,5,2012,10.0,2012,56.0,2012
835,Mali,466,MLI,2012,97,48.56847381591797,***,2012,***,2012,***,2012,***,2012,1,2011,1.7,2012,7.0,2012,1,2012,1,2012,3,2012,0.0,2012,46.0,2012
836,Malta,470,MLT,2012,18,80.85960388183594,***,2012,***,2012,***,2012,***,2012,1,2015,1.3,2012,0.9,2012,1,2012,0,2012,7,2012,10.0,2012,22.0,2012
837,Montenegro,499,MNE,2012,52,63.20356750488281,***,2012,***,2012,***,2012,***,2012,1,2011,2.4,2012,3.7,2012,1,2012,0,2012,6,2012,10.0,2012,36.0,2012
838,Mongolia,496,MNG,2012,81,54.999141693115234,***,2012,***,2012,***,2012,***,2012,1,2011,3.4,2012,0.8,2012,1,2012,1,2012,6,2012,3.0,2012,37.0,2012
839,Mozambique,508,MOZ,2012,46,65.62043762207031,***,2011,***,2011,***,2011,***,2011,1,2011,1.7,2012,1.7,2012,1,2012,0,2012,5,2012,0.0,2012,42.0,2012
840,Mauritania,478,MRT,2012,131,37.269309997558594,***,2012,***,2012,***,2012,***,2012,0,2011,6.5,2012,1.0,2012,0,2016,1,2012,3,2012,10.0,2012,47.0,2012
841,Mauritius,480,MUS,2012,29,72.79127502441406,***,2011,***,2011,***,2011,***,2011,1,2011,1.2,2012,2.9,2012,0,2016,0,2012,6,2012,10.0,2012,30.0,2012
842,Malawi,454,MWI,2012,91,51.21303939819336,***,2012,***,2012,***,2012,***,2012,1,2011,1.8,2012,2.3,2012,0,2016,1,2012,4,2012,10.0,2012,53.0,2012
843,Malaysia,458,MYS,2012,115,43.72380828857422,***,2012,***,2012,***,2012,***,2012,1,2011,7.6,2012,3.9,2012,0,2016,1,2012,4,2012,10.0,2012,64.0,2012
844,Namibia,516,NAM,2012,32,71.10910034179688,***,2007,***,2007,***,2007,***,2007,1,2011,0.7,2012,0.0,2012,0,2016,0,2012,6,2012,10.0,2012,31.0,2012
845,Niger,562,NER,2012,103,47.054840087890625,***,2012,***,2012,***,2012,***,2012,0,--,2.0,2012,1.7,2012,1,2012,1,2012,4,2012,0.0,2012,50.0,2012
846,Nigeria,566,NGA,2012,122,41.72581100463867,***,2012,***,2012,***,2012,***,2012,1,2011,4.5,2012,8.5,2012,0,2016,1,2012,3,2012,10.0,2012,51.0,2012
847,Nicaragua,558,NIC,2012,36,68.93280792236328,***,2012,***,2012,***,2012,***,2012,1,2011,2.7,2012,0.3,2012,1,2012,0,2012,4,2012,10.0,2012,51.0,2012
848,Netherlands,528,NLD,2012,3,87.81424713134766,***,2012,***,2012,***,2012,***,2012,1,2011,1.9,2012,3.7,2012,3,2012,0,2012,7,2012,10.0,2012,11.0,2012
849,Norway,578,NOR,2012,13,83.79357147216797,***,2012,***,2012,***,2012,***,2012,1,2011,2.3,2012,3.5,2012,3,2012,0,2012,7,2012,1.0,2012,10.0,2012
850,Nepal,524,NPL,2012,75,57.25926208496094,***,2012,***,2012,***,2012,***,2012,1,2011,3.5,2012,6.0,2012,1,2012,0,2012,4,2012,10.0,2012,58.0,2012
851,New Zealand,554,NZL,2012,2,88.80677032470703,***,2012,***,2012,***,2012,***,2012,1,2011,0.2,2012,1.0,2012,2,2012,0,2012,7,2012,10.0,2012,16.0,2012
852,Oman,512,OMN,2012,105,46.158199310302734,***,--,***,--,***,2011,***,--,1,2011,6.0,2012,0.8,2012,0,2016,1,2012,3,2012,10.0,2012,71.0,2012
853,Pakistan,586,PAK,2012,138,34.21935272216797,***,2012,***,2012,***,2012,***,2011,1,2011,7.1,2012,9.8,2012,0,2016,1,2012,3,2012,10.0,2012,64.0,2012
854,Panama,591,PAN,2012,30,71.96842193603516,***,2012,***,2012,***,2012,***,2012,1,2011,1.1,2012,0.0,2012,1,2012,0,2012,6,2012,10.0,2012,48.0,2012
855,Peru,604,PER,2012,69,59.29859924316406,***,2012,***,2012,***,2012,***,2012,1,2011,2.1,2012,1.2,2012,1,2012,1,2012,5,2012,10.0,2012,43.0,2012
856,Philippines,608,PHL,2012,50,64.01004791259766,***,2012,***,2012,***,2012,***,2012,0,2011,1.0,2012,3.2,2012,1,2012,0,2012,5,2012,10.0,2012,43.0,2012
857,Poland,616,POL,2012,35,68.99224853515625,***,2012,***,2012,***,2012,***,2012,1,2011,2.2,2012,3.5,2012,1,2012,0,2012,7,2012,10.0,2012,26.0,2012
858,Portugal,620,PRT,2012,10,84.67212677001953,***,2012,***,2012,***,2012,***,2012,1,2011,1.3,2012,0.9,2012,3,2012,0,2012,7,2012,10.0,2012,17.0,2012
859,Paraguay,600,PRY,2012,42,67.2391586303711,***,2012,***,2012,***,2012,***,2012,1,2011,1.2,2012,1.5,2012,1,2012,0,2012,5,2012,1.0,2012,61.0,2012
860,Qatar,634,QAT,2012,92,50.76974105834961,***,2012,***,2012,***,2012,***,--,1,2015,6.0,2012,0.4,2012,0,2016,1,2012,3,2012,10.0,2012,67.0,2012
861,Romania,642,ROU,2012,55,62.807350158691406,***,2012,***,2012,***,2012,***,2012,1,2011,4.0,2012,3.7,2012,1,2012,0,2012,6,2012,10.0,2012,42.0,2012
862,Russia,643,RUS,2012,142,31.74332618713379,***,2012,***,2012,***,2012,***,2012,1,2011,7.7,2012,8.8,2012,1,2012,1,2012,3,2012,3.0,2012,81.0,2012
863,Rwanda,646,RWA,2012,83,54.10565185546875,***,--,***,2012,***,2012,***,2012,1,2011,5.1,2012,0.1,2012,1,2012,0,2012,2,2012,10.0,2012,80.0,2012
864,Saudi Arabia,682,SAU,2012,143,29.34481430053711,***,2009,***,2012,***,2012,***,--,1,2011,8.6,2012,6.4,2012,0,2016,1,2012,1,2012,10.0,2012,84.0,2012
865,Serbia,688,SCG,2012,47,65.38789367675781,***,2012,***,2012,***,2012,***,2012,1,2011,3.6,2012,3.4,2012,1,2012,0,--,6,2012,10.0,2012,36.0,2012
866,Sudan,729,SDN,2012,145,28.603229522705078,***,2012,***,2012,***,2012,***,2011,1,2011,6.9,2012,8.3,2012,0,2016,1,2012,1,2012,9.790736198425293,--,80.0,2012
867,Senegal,686,SEN,2012,64,60.79816818237305,***,2012,***,2012,***,2012,***,2012,1,2011,1.4,2012,2.6,2012,0,2016,0,2012,5,2012,0.0,2012,52.0,2012
868,Singapore,702,SGP,2012,93,50.56416320800781,***,2012,***,2012,***,2012,***,2012,1,2011,5.3,2012,0.4,2012,0,2016,1,2012,4,2012,0.0,2012,67.0,2012
869,Sierra Leone,694,SLE,2012,73,57.88027572631836,***,2011,***,2011,***,2011,***,2011,1,2011,0.3,2012,1.5,2012,0,2016,1,--,5,2012,10.0,2012,49.0,2012
870,El Salvador,222,SLV,2012,57,62.4648323059082,***,2012,***,2012,***,2012,***,2012,1,2011,1.5,2012,0.0,2012,1,2012,1,2012,5,2012,10.0,2012,41.0,2012
871,Suriname,740,SUR,2012,34,69.48091125488281,***,2012,***,2012,***,2012,***,2012,1,2015,0.5,2012,0.6,2012,1,2012,1,2012,6,2012,10.0,2012,24.0,2012
872,Slovakia,703,SVK,2012,38,68.74246215820312,***,2012,***,2012,***,2012,***,2012,1,2011,3.4,2012,1.0,2012,1,2012,0,2012,7,2012,10.0,2012,22.0,2012
873,Slovenia,705,SVN,2012,20,80.30721282958984,***,2012,***,2012,***,2012,***,2012,1,2011,0.9,2012,2.3,2012,2,2012,0,2012,7,2012,10.0,2012,24.0,2012
874,Sweden,752,SWE,2012,5,87.4412841796875,***,2012,***,2012,***,2012,***,2012,1,2011,1.9,2012,4.2,2012,3,2012,0,2012,7,2012,10.0,2012,10.0,2012
